№,Название,Тип,Группа,Категория,Отдел,Ед. продажи,Стоимость (руб.)
3176,"вл.корм Мнямс из индейки""Фрикасе""",Товар с учетом,товары,,"Товары (НДС 5%, УСН доход)",шт,150.0
3178,Вл.корм Мнямс телятина для котят,Товар с учетом,товары,,"Товары (НДС 5%, УСН доход)",шт,150.0
3866,Внутривенная инъекция,Услуга,Манипуляции,,,единица,100.0
3868,Внутримышечная иньекция,Услуга,Манипуляции,,,единица,50.0
3288,воротник защитный мягкий L,Товар с учетом,товары,,"Товары (НДС 5%, УСН доход)",шт,800.0
3298,Воротник р. L. синий,Товар с учетом,товары,,"Товары (НДС 5%, УСН доход)",шт,500.0
4788,Воротник 10,Товар,товары,,"Товары (НДС 5%, УСН доход)",шт,350.0
4826,воротник защитник пластиковый 10.0 рифленный,Товар с учетом,товары,,"Товары (НДС 5%, УСН доход)",шт,250.0
4672,воротник защитный ветзабота №10,Товар с учетом,товары,,"Товары (НДС 5%, УСН доход)",шт,0.0
3290,воротник защитный мягкий М,Товар с учетом,товары,,"Товары (НДС 5%, УСН доход)",шт,750.0
